track_pos,track_artist_name,track_track_uri,track_artist_uri,track_track_name,track_album_uri,track_duration_ms,track_album_name,playlist_pid,playlist_name,playlist_description,playlist_modified_at,playlist_num_artists,playlist_num_albums,playlist_num_tracks,playlist_num_followers,playlist_num_edits,playlist_duration_ms,playlist_collaborative
52,DJ Khaled,spotify:track:6u5M4jPpYkoRV4vVHDQvkd,spotify:artist:0QHgL1lAIqAw0HtD7YldmP,All I Do Is Win,spotify:album:5NGFuUQ1SYIUTy10IhA0Ny,227293,Victory,2006,#Lifting ,,1502064000,66,78,86,1,50,19163217,False
53,Dope,spotify:track:0eEJrthp6PcMd33xs2NLrc,spotify:artist:7fWgqc4HJi3pcHhK8hKg2p,Debonaire,spotify:album:70qlX6W0tE04QAwKQuv1db,152626,Felons and Revolutionaries,2006,#Lifting ,,1502064000,66,78,86,1,50,19163217,False
54,Beastie Boys,spotify:track:5NLuC70kZQv8q34QyQa1DP,spotify:artist:03r4iKL2g2442PT9n2UKsx,Fight For Your Right,spotify:album:11oR0ZuqB3ucZwb5TGbZxb,207400,Licensed To Ill,2006,#Lifting ,,1502064000,66,78,86,1,50,19163217,False
55,The White Buffalo,spotify:track:36jIK7XE26K1Fm6K2BW25q,spotify:artist:3ohcHMuUq1717s8AH17hfT,I Got You,spotify:album:6h4xI9ztHRecvIT80mk8gW,193946,Love and the Death of Damnation,2006,#Lifting ,,1502064000,66,78,86,1,50,19163217,False
56,The Raconteurs,spotify:track:0ydgFPcYrxaHgVuLd17mjh,spotify:artist:4wo1267SJuUfHgasdlfNfc,Salute Your Solution,spotify:album:0OBNtBshpjFPStZGJTGNJr,179973,Consolers Of The Lonely,2006,#Lifting ,,1502064000,66,78,86,1,50,19163217,False
57,Sixx:A.M.,spotify:track:31LGAWEPmuaSLcSpKBv0GG,spotify:artist:3886aFez2HDLkio5tUzmP6,Stars,spotify:album:5LBZLRiRKcRoQgHRNOM7ju,230120,Modern Vintage,2006,#Lifting ,,1502064000,66,78,86,1,50,19163217,False
58,Linkin Park,spotify:track:5rAxhWcgFng3s570sGO2F8,spotify:artist:6XyY86QOPPrYVGvF9ch6wz,A Place For My Head,spotify:album:6hPkbAV3ZXpGZBGUvL6jVM,184640,Hybrid Theory,2006,#Lifting ,,1502064000,66,78,86,1,50,19163217,False
59,Major Lazer,spotify:track:4WjH9Bzt3kx7z8kl0awxh4,spotify:artist:738wLrAtLtCtFOLvQBXOXp,Lean On (feat. MØ & DJ Snake),spotify:album:2XBnxKeRZi76u2iyGcMych,176561,Peace Is The Mission,2006,#Lifting ,,1502064000,66,78,86,1,50,19163217,False
60,Seether,spotify:track:3bq8WiQrEXMwPAibYs7tpu,spotify:artist:6B5c4sch27tWHAGdarpPaW,Nobody Praying For Me,spotify:album:4ZpfSlHwUXaL6kgFTL6hMk,197800,Isolate And Medicate,2006,#Lifting ,,1502064000,66,78,86,1,50,19163217,False
61,Disturbed,spotify:track:2AQq1I0LiIgfJ7vVLptvy8,spotify:artist:3TOqt5oJwL9BE2NG9MEwDa,The Light,spotify:album:1ROVEUk4lc2vD4a0IN1TWS,256853,Immortalized,2006,#Lifting ,,1502064000,66,78,86,1,50,19163217,False
62,Cage The Elephant,spotify:track:3eFepXGITXNDXXHUNqouxi,spotify:artist:26T3LtbuGT1Fu9m0eRq5X3,Shake Me Down,spotify:album:2jVxhH1xg6EIc87rGM1Ogt,211373,Thank You Happy Birthday,2006,#Lifting ,,1502064000,66,78,86,1,50,19163217,False
63,Cage The Elephant,spotify:track:0X0Lz7LwpiIWcdGqVWaxXD,spotify:artist:26T3LtbuGT1Fu9m0eRq5X3,Mess Around,spotify:album:0nW0w37lrQ87k7PLZvC4qJ,173173,Tell Me I'm Pretty,2006,#Lifting ,,1502064000,66,78,86,1,50,19163217,False
64,Weezer,spotify:track:5uywMR3hTeVPoWaFDSliJb,spotify:artist:3jOstUTkEu2JkjvRdBA5Gu,Thank God For Girls,spotify:album:6StNTJJ7Yq3Hf121kLvPBz,210186,Weezer (White Album),2006,#Lifting ,,1502064000,66,78,86,1,50,19163217,False
65,Bring Me The Horizon,spotify:track:4Smc57rqnTjKvz56WJaunv,spotify:artist:1Ffb6ejR6Fe5IamqA5oRUF,Happy Song,spotify:album:6XPW94L30lADaLwczUnLFh,239293,That's The Spirit,2006,#Lifting ,,1502064000,66,78,86,1,50,19163217,False
66,Panic! At The Disco,spotify:track:6od5hFv9IT5JHc7NEF9HRv,spotify:artist:20JZFwl6HVl6yg8a4H3ZqK,Victorious,spotify:album:6twKQ0EsUJHVlAr6XBylrj,178600,Death Of A Bachelor,2006,#Lifting ,,1502064000,66,78,86,1,50,19163217,False
67,Prophets Of Rage,spotify:track:1M610MuSYm8N3xDnEjsKqM,spotify:artist:1fSzW5cXBmquli5laFnoGY,Prophets Of Rage,spotify:album:2DpB2pQLXrmqhWArMHum4t,190180,Prophets Of Rage,2006,#Lifting ,,1502064000,66,78,86,1,50,19163217,False
68,Beartooth,spotify:track:6QN4zNcLc40IIBGgBnr35U,spotify:artist:6vwjIs0tbIiseJMR3pqwiL,Hated,spotify:album:5hpn2VL2ROLiUscLbwGg83,211430,Aggressive,2006,#Lifting ,,1502064000,66,78,86,1,50,19163217,False
69,Buckcherry,spotify:track:0vUZWjx5cEt6X3mPsf2Biw,spotify:artist:0yN7xI1blow9nYIK0R8nM7,Somebody Fucked With Me,spotify:album:2ulluCUoTFjRtJvZm5tYUP,223720,Fuck,2006,#Lifting ,,1502064000,66,78,86,1,50,19163217,False
70,Andy Mineo,spotify:track:3ieh7TBN3gAZCAaOYsoOZt,spotify:artist:1TMrnxBwZfmfRxsGzkNIHw,You Can't Stop Me,spotify:album:1LqEq7VDkS1LUgNwraZFcr,239961,Never Land,2006,#Lifting ,,1502064000,66,78,86,1,50,19163217,False
71,Kanye West,spotify:track:2gZUPNdnz5Y45eiGxpHGSc,spotify:artist:5K4W6rqBFWDnAN6FQUkS6x,POWER,spotify:album:20r762YmB5HeofjMCiPMLv,292093,My Beautiful Dark Twisted Fantasy,2006,#Lifting ,,1502064000,66,78,86,1,50,19163217,False
72,AC/DC,spotify:track:57bgtoPSgt236HzfBOd8kj,spotify:artist:711MCceyCBcFnzjGY4Q7Un,Thunderstruck,spotify:album:4vu7F6h90Br1ZtYYaqfITy,292880,The Razors Edge,2006,#Lifting ,,1502064000,66,78,86,1,50,19163217,False
73,Kanye West,spotify:track:3U8Ev1gISsx6O1uwpsttOD,spotify:artist:5K4W6rqBFWDnAN6FQUkS6x,Mercy.1,spotify:album:0cGgwoMge4N2zpTiP2GU6d,326346,Kanye West Presents Good Music Cruel Summer,2006,#Lifting ,,1502064000,66,78,86,1,50,19163217,False
74,Skillet,spotify:track:0i8JFpqe9cKwnrcvoNgl1L,spotify:artist:49bzE5vRBRIota4qeHtQM8,Feel Invincible,spotify:album:4rJu3hBFAUqIAQOlSStJzO,229933,Unleashed,2006,#Lifting ,,1502064000,66,78,86,1,50,19163217,False
75,Metallica,spotify:track:5VnRYDDrqturQPvKg4puwu,spotify:artist:2ye2Wgw4gimLv2eAKyk1NB,Hardwired,spotify:album:6BAWrCZig4yVNuJrHSwK4p,189347,Hardwired…To Self-Destruct,2006,#Lifting ,,1502064000,66,78,86,1,50,19163217,False
76,T.I.,spotify:track:2gPl93XdGnfKUykwxVHUYt,spotify:artist:4OBJLual30L7gRl5UkeRcT,Go Get It,spotify:album:5X46pZekTY2dsWuZDpm14m,217520,Trouble Man: Heavy is the Head,2006,#Lifting ,,1502064000,66,78,86,1,50,19163217,False
77,Linkin Park,spotify:track:60a0Rd6pjrkxjPbaKzXjfq,spotify:artist:6XyY86QOPPrYVGvF9ch6wz,In The End,spotify:album:6hPkbAV3ZXpGZBGUvL6jVM,219000,Hybrid Theory,2006,#Lifting ,,1502064000,66,78,86,1,50,19163217,False
78,Calvin Harris,spotify:track:1AbE1xuSe2LmhiIhJZ0nlF,spotify:artist:7CajNmpbOovFoOoasH2HaY,Here 2 China,spotify:album:4TjPTVBmdyaowp08j2toa0,152453,18 Months,2006,#Lifting ,,1502064000,66,78,86,1,50,19163217,False
79,Zay Hilfigerrr,spotify:track:1lItf5ZXJc1by9SbPeljFd,spotify:artist:7nKeLE1toRtW4M279iS26h,Juju On That Beat (TZ Anthem),spotify:album:5sQTfUX9uSwfCtPiYGO20V,144244,Juju On That Beat (TZ Anthem),2006,#Lifting ,,1502064000,66,78,86,1,50,19163217,False
80,Led Zeppelin,spotify:track:0hCB0YR03f6AmQaHbwWDe8,spotify:artist:36QJpDe2go2KgaRleHCDTp,Whole Lotta Love,spotify:album:70lQYZtypdCALtFVlQAcvx,333893,Led Zeppelin II,2006,#Lifting ,,1502064000,66,78,86,1,50,19163217,False
81,K.Flay,spotify:track:4q604hQba5940BbOoaenmz,spotify:artist:0pCNk4D3E2xtszsm6hMsWr,Blood In The Cut,spotify:album:5ddpf5pxYjw9ob4DjPLuiz,188706,Every Where Is Some Where,2006,#Lifting ,,1502064000,66,78,86,1,50,19163217,False
82,Korn,spotify:track:3cdaqIaPz4QMr8lTu4PYrv,spotify:artist:3RNrq3jvMZxD9ZyoOZbQOD,Take Me,spotify:album:0UGqqYIWXAD1FgrDI1zOjh,180160,The Serenity of Suffering,2006,#Lifting ,,1502064000,66,78,86,1,50,19163217,False
83,No Doubt,spotify:track:6uGxgnj4PvgBTq2dmWJZoo,spotify:artist:0cQbJU1aAzvbEmTuljWLlF,Push And Shove,spotify:album:6MXl0rXewLyW9e2U9l5Y1n,306986,Push And Shove,2006,#Lifting ,,1502064000,66,78,86,1,50,19163217,False
84,Godsmack,spotify:track:2f5KKz4565AfX5gysN3oQ0,spotify:artist:6gZq1Q6bdOxsUPUG1TaFbF,Come Together,spotify:album:3nIZgdTWescgsJMnOslqnW,226800,Live And Inspired,2006,#Lifting ,,1502064000,66,78,86,1,50,19163217,False
85,J Balvin,spotify:track:2rb5MvYT7ZIxbKW5hfcHx8,spotify:artist:1vyhD5VmyZ7KMfW5gqLgo5,Mi Gente,spotify:album:57DmSe1xfynExe60QgpWU0,189440,Mi Gente,2006,#Lifting ,,1502064000,66,78,86,1,50,19163217,False
0,Relajacion y Guitarra Acustica,spotify:track:1M6mYmeGAZZT3fiN9VUlQo,spotify:artist:6xguHTFxfPQDMLnCzbfU4R,Gypsy Moonlight,spotify:album:3vOEh8BmnD4jTsMXjd3mME,266657,Relaxation and Acoustic Guitar,2007,Spain,,1431043200,13,14,17,1,5,3750699,False
1,Rumbas de España,spotify:track:0MeFwCyJX2jzmbXGn77Mov,spotify:artist:7cagoUaM1S4vI6EOP2Yuz6,Fiesta,spotify:album:5XxsttwNsWddZbl9WyoFOG,225802,Guitarra Española: Canciones de Amor,2007,Spain,,1431043200,13,14,17,1,5,3750699,False
2,Relajacion y Guitarra Acustica,spotify:track:2ChdFIWMLDS3OLISXmyK3A,spotify:artist:6xguHTFxfPQDMLnCzbfU4R,Malaguena,spotify:album:23twsMULAdIeDKfKzy7nFu,148393,Relajacion y Guitarra Acustica,2007,Spain,,1431043200,13,14,17,1,5,3750699,False
3,Ameritz Sound Effects,spotify:track:2oNdMPUB4O6hqrbN5Sa0pV,spotify:artist:2lQqfjdsGdZ4cUpvHD4ul1,Tres Amores,spotify:album:754RghzL2NIOjG58KhOytR,374814,Postcards from Andalusia (Postales Desde Andalucía),2007,Spain,,1431043200,13,14,17,1,5,3750699,False
4,Jay Santos,spotify:track:5m0y3NtiYWH3OnduHhtWXx,spotify:artist:4hRoKcngdOyw6Z7mR9DHJ1,Dale Morena,spotify:album:0gIDPhj41yqtj8LJqZM2pU,223200,Dale Morena,2007,Spain,,1431043200,13,14,17,1,5,3750699,False
5,Don Omar,spotify:track:5ntbENj4mD1JanFRqWztSr,spotify:artist:33ScadVnbm2X8kkUqOkC6Z,Perdido En Tus Ojos,spotify:album:7rdRVAJiFvnlHd0vL6SU3S,234079,The Last Don II,2007,Spain,,1431043200,13,14,17,1,5,3750699,False
6,Santana,spotify:track:2WoqgtWEBbbBKMDN6Becs7,spotify:artist:6GI52t8N5F02MxU0g5U69P,Corazon Espinado,spotify:album:10aiDpdFGyfCFEcqpx6XTq,274773,Supernatural (Remastered),2007,Spain,,1431043200,13,14,17,1,5,3750699,False
7,Global Village Players,spotify:track:77MsWkLTB6JxerW4T2HRVc,spotify:artist:5n9eQYJ8UPXk2nSDwCVKOV,Barcelona Nights,spotify:album:3680rjknPmJRZs4d6NPBtA,73235,Barcelona Nights: Romantic Spanish Guitar,2007,Spain,,1431043200,13,14,17,1,5,3750699,False
8,Global Village Players,spotify:track:1WvWr1Xw4bU8DnaSXwURrV,spotify:artist:5n9eQYJ8UPXk2nSDwCVKOV,Uplifting Spirit,spotify:album:3680rjknPmJRZs4d6NPBtA,173849,Barcelona Nights: Romantic Spanish Guitar,2007,Spain,,1431043200,13,14,17,1,5,3750699,False
9,Global Village Players,spotify:track:7r5ejeYBi2et8mCLDJ6cYv,spotify:artist:5n9eQYJ8UPXk2nSDwCVKOV,Andalusian Dance,spotify:album:3680rjknPmJRZs4d6NPBtA,136059,Barcelona Nights: Romantic Spanish Guitar,2007,Spain,,1431043200,13,14,17,1,5,3750699,False
10,Global Village Players,spotify:track:5iWkkQ11OFTK8tGpumyBGb,spotify:artist:5n9eQYJ8UPXk2nSDwCVKOV,Hacienda,spotify:album:3680rjknPmJRZs4d6NPBtA,131703,Barcelona Nights: Romantic Spanish Guitar,2007,Spain,,1431043200,13,14,17,1,5,3750699,False
11,La Bien Querida,spotify:track:6sH2hNUx8keYpPg0IwziYF,spotify:artist:0Wn7tfH4rhaWTn8aMqSgh6,A Veces Ni Eso,spotify:album:4M6H2jSW9uSOHwSIZVmfFP,278005,Ceremonia,2007,Spain,,1431043200,13,14,17,1,5,3750699,False
12,Ellos,spotify:track:5jc2MkxolGfE6mIqikF0KM,spotify:artist:3alLVmjCpZjimiuKWZfzBb,O tú o él o yo,spotify:album:6I1PuFrU92VIjwd5iK469l,254212,Pop Cabrón,2007,Spain,,1431043200,13,14,17,1,5,3750699,False
13,Los Punsetes,spotify:track:6oODshMHo6IurY1q1uiK8x,spotify:artist:1jr0mAgIhKtTeKTZwk0HjF,Maricas,spotify:album:4uAp6K9QoeIVkS0VM314cQ,305946,Los Punsetes,2007,Spain,,1431043200,13,14,17,1,5,3750699,False
14,Toy Selectah,spotify:track:4AhSI7fYJJSHKxxoJJBFDG,spotify:artist:6iruqoplIhH7VmvMQV1wDM,Sonidero Compay - Sheeqo Beat 3BallMTY Remix,spotify:album:2jQALov6vkgqnfNNQOI3fV,218306,Mex Machine EP,2007,Spain,,1431043200,13,14,17,1,5,3750699,False
15,Romeo Santos,spotify:track:0uLwWjN1KFO678WNJcZDkw,spotify:artist:5lwmRuXgjX8xIwlnauTZIP,Llévame Contigo,spotify:album:6a3RDPcFamZvFCi8VeXWkK,226400,Fórmula Vol. 1 (Deluxe Edition),2007,Spain,,1431043200,13,14,17,1,5,3750699,False
16,Prince Royce,spotify:track:0DQd0tWurMHUAv0cMnDELH,spotify:artist:3MHaV05u0io8fQbZ2XPtlC,Stand by Me,spotify:album:5zEFCJy9kAyD8rMbBESdYh,205266,Prince Royce,2007,Spain,,1431043200,13,14,17,1,5,3750699,False
0,Billie Eilish,spotify:track:2toP38V9z9qPYhX6i48JRH,spotify:artist:6qqNVTkY8uBg9cP3Jd7DAH,idontwannabeyouanymore,spotify:album:07WV4Vf6503k6K1yGNWG8X,203569,dont smile at me,2008,go to :( ,just songs i fall asleep to and or songs i listen to when i am sad and or when i am getting ready,1509062400,62,68,82,14,57,19881409,False
1,The 1975,spotify:track:4GjRDgb77p27GQnbZpv1OJ,spotify:artist:3mIj9lX2MWuHmhNCA7LSCW,Me,spotify:album:0mkOUedmYlOzCC4tOm2v0c,275021,The 1975,2008,go to :( ,just songs i fall asleep to and or songs i listen to when i am sad and or when i am getting ready,1509062400,62,68,82,14,57,19881409,False
2,The Lumineers,spotify:track:5OFcjrC1OiRSBylQgF5HDD,spotify:artist:16oZKvXb6WkQlVAjwo2Wbg,Slow It Down,spotify:album:0nRgsLe1she16l3pclpyy7,307000,The Lumineers,2008,go to :( ,just songs i fall asleep to and or songs i listen to when i am sad and or when i am getting ready,1509062400,62,68,82,14,57,19881409,False
3,Ryan Adams,spotify:track:25XC8y5LVUvCVtqvrCyLE9,spotify:artist:2qc41rNTtdLK0tV3mJn2Pm,The Shadowlands,spotify:album:5wdCpyp1of35zA4yDmuOJK,318586,Love Is Hell Part 1,2008,go to :( ,just songs i fall asleep to and or songs i listen to when i am sad and or when i am getting ready,1509062400,62,68,82,14,57,19881409,False
4,Ben Abraham,spotify:track:1Nh9uvVIhpBVp1iNP6RzOz,spotify:artist:3FfbgiZhcCkoiI7IzOwXlI,A Quiet Prayer,spotify:album:2pSqpiXhrhZbouToXY2wGt,282440,Sirens,2008,go to :( ,just songs i fall asleep to and or songs i listen to when i am sad and or when i am getting ready,1509062400,62,68,82,14,57,19881409,False
5,Winter Aid,spotify:track:68RI4I6SKm57SxjG06OYvN,spotify:artist:15S89CUJtshT2P7WIa2M5l,The Wisp Sings,spotify:album:5CVUT9I1tJJPScpaEDHvmv,313252,The Wisp Sings,2008,go to :( ,just songs i fall asleep to and or songs i listen to when i am sad and or when i am getting ready,1509062400,62,68,82,14,57,19881409,False
6,Jack Garratt,spotify:track:3b51fabMtwwqPN60d8karQ,spotify:artist:1Zp054Jc86WVKCxKEqZGOA,The Love You're Given,spotify:album:2cz1pfV5Irt3yVCj3sfIKD,300213,Phase,2008,go to :( ,just songs i fall asleep to and or songs i listen to when i am sad and or when i am getting ready,1509062400,62,68,82,14,57,19881409,False
7,Keaton Henson,spotify:track:7L4w1yQnlhqo4oUjpW53wz,spotify:artist:6GFfu1alUSrL7qazImC160,You Don't Know How Lucky You Are,spotify:album:11gZYT85Mx4aSiHthMYLLQ,228080,Dear,2008,go to :( ,just songs i fall asleep to and or songs i listen to when i am sad and or when i am getting ready,1509062400,62,68,82,14,57,19881409,False
8,dodie,spotify:track:5CqXrqDRXfF5jNVwT0nmPF,spotify:artist:21TinSsF5ytwsfdyz5VSVS,When - Live,spotify:album:1tkQta2NWqpU3v5JMnwc4y,195000,Intertwined - EP,2008,go to :( ,just songs i fall asleep to and or songs i listen to when i am sad and or when i am getting ready,1509062400,62,68,82,14,57,19881409,False
9,J. Cole,spotify:track:0HtOJj7Kl74s1Ngf3MWeif,spotify:artist:6l3HvQ5sa6mXTsMTB19rO5,She's Mine Pt. 1,spotify:album:3CCnGldVQ90c26aFATC1PW,209080,4 Your Eyez Only,2008,go to :( ,just songs i fall asleep to and or songs i listen to when i am sad and or when i am getting ready,1509062400,62,68,82,14,57,19881409,False
10,Troye Sivan,spotify:track:3KV9J5y3HDHKTOtjJtHwqi,spotify:artist:3WGpXCj9YhhfX11TToZcXP,LOST BOY,spotify:album:5ouTDazE4LF9bVJPx1nlgW,223794,Blue Neighbourhood,2008,go to :( ,just songs i fall asleep to and or songs i listen to when i am sad and or when i am getting ready,1509062400,62,68,82,14,57,19881409,False
11,Corey Kilgannon,spotify:track:49nLj0rWGIILuTZlGyOAZ9,spotify:artist:0XuYkyliNor6szd1B6oBKk,The Hollow in Retrospect (feat. Liza Anne),spotify:album:3QnQLNyIkyjrhUfqfheYhO,264493,I'll Be Here When the Moon Is Tired,2008,go to :( ,just songs i fall asleep to and or songs i listen to when i am sad and or when i am getting ready,1509062400,62,68,82,14,57,19881409,False
12,dodie,spotify:track:4hjbxjZpJ8H6qRCzDOGI0M,spotify:artist:21TinSsF5ytwsfdyz5VSVS,Sick of Losing Soulmates,spotify:album:6QBJTOxkR7sM0snlvzD4d2,267360,Sick of Losing Soulmates,2008,go to :( ,just songs i fall asleep to and or songs i listen to when i am sad and or when i am getting ready,1509062400,62,68,82,14,57,19881409,False
13,Matt Maltese,spotify:track:0MVeLASrPyBrC6hwwhIMwu,spotify:artist:12j6dJrPXanCBwY599pZxf,Even If It's a Lie - Demo,spotify:album:2wSZEUpAFUNx5bpY5RjUHs,237928,Even If It's a Lie,2008,go to :( ,just songs i fall asleep to and or songs i listen to when i am sad and or when i am getting ready,1509062400,62,68,82,14,57,19881409,False
14,Kodaline,spotify:track:5JuA3wlm0kn7IHfbeHV0i6,spotify:artist:4BxCuXFJrSWGi1KHcVqaU4,All I Want,spotify:album:7vByqqEWERubaAEmTWljDU,306386,In A Perfect World,2008,go to :( ,just songs i fall asleep to and or songs i listen to when i am sad and or when i am getting ready,1509062400,62,68,82,14,57,19881409,False
15,James Blunt,spotify:track:2fdQYxeITde5ulHJYReZIr,spotify:artist:7KMqksf0UMdyA0UCf4R3ux,Miss America (Acoustic Version from Angel Studios) - Acoustic version from Angel Studios,spotify:album:3M8XClATGAkLPvA4ibtZm5,184000,Moon Landing,2008,go to :( ,just songs i fall asleep to and or songs i listen to when i am sad and or when i am getting ready,1509062400,62,68,82,14,57,19881409,False
16,Halsey,spotify:track:44n97yHySt0Z9rqPaXgjCK,spotify:artist:26VFTg2z8YR0cCuwLzESi2,Sorry,spotify:album:7GjG91tyHQNGEHzKJaqOi0,220540,hopeless fountain kingdom,2008,go to :( ,just songs i fall asleep to and or songs i listen to when i am sad and or when i am getting ready,1509062400,62,68,82,14,57,19881409,False
17,Sleeping At Last,spotify:track:7HQCXYyaBmhugyRDvy4V7m,spotify:artist:0MeLMJJcouYXCymQSHPn8g,North,spotify:album:1E9iqjfSf5I5hPNfI1DRIh,259375,Atlas: Year One,2008,go to :( ,just songs i fall asleep to and or songs i listen to when i am sad and or when i am getting ready,1509062400,62,68,82,14,57,19881409,False
18,Twenty One Pilots,spotify:track:6BEKt5axiNeWCr9huv0k7I,spotify:artist:3YQKmKGau1PzlVlkL1iodx,Truce,spotify:album:2r2r78NE05YjyHyVbVgqFn,142546,Vessel,2008,go to :( ,just songs i fall asleep to and or songs i listen to when i am sad and or when i am getting ready,1509062400,62,68,82,14,57,19881409,False
19,Sleeping At Last,spotify:track:16D9AzevsZAh4GfQEYIo7I,spotify:artist:0MeLMJJcouYXCymQSHPn8g,Earth,spotify:album:1E9iqjfSf5I5hPNfI1DRIh,268111,Atlas: Year One,2008,go to :( ,just songs i fall asleep to and or songs i listen to when i am sad and or when i am getting ready,1509062400,62,68,82,14,57,19881409,False
20,Idealism,spotify:track:1Q9YniO0JGWFI8j5Uv8lcJ,spotify:artist:6YJ4EgQzDfJnIHRbqIHAdD,another perspective,spotify:album:1mjWLH2XZ5GpMn2uRufkJU,166504,hiraeth ep,2008,go to :( ,just songs i fall asleep to and or songs i listen to when i am sad and or when i am getting ready,1509062400,62,68,82,14,57,19881409,False
21,Sleeping At Last,spotify:track:1RgiH5ucgoEWDKmGyA5drQ,spotify:artist:0MeLMJJcouYXCymQSHPn8g,Neptune,spotify:album:1E9iqjfSf5I5hPNfI1DRIh,280370,Atlas: Year One,2008,go to :( ,just songs i fall asleep to and or songs i listen to when i am sad and or when i am getting ready,1509062400,62,68,82,14,57,19881409,False
22,5 Seconds of Summer,spotify:track:7L64OvJagBzCRfESrkVGZ1,spotify:artist:5Rl15oVamLq7FbSb0NNBNy,The Girl Who Cried Wolf,spotify:album:43v9cUsP5K0hvu9iyuAzmZ,262115,Sounds Good Feels Good,2008,go to :( ,just songs i fall asleep to and or songs i listen to when i am sad and or when i am getting ready,1509062400,62,68,82,14,57,19881409,False
23,Troye Sivan,spotify:track:2pmO8V5TEDZqsrcaxSucpj,spotify:artist:3WGpXCj9YhhfX11TToZcXP,BLUE,spotify:album:5ouTDazE4LF9bVJPx1nlgW,211816,Blue Neighbourhood,2008,go to :( ,just songs i fall asleep to and or songs i listen to when i am sad and or when i am getting ready,1509062400,62,68,82,14,57,19881409,False
24,Harry Styles,spotify:track:4u9Y4Z9i9VaAbBK7rW1Rha,spotify:artist:6KImCVD70vtIoJWnq6nGn3,Meet Me in the Hallway,spotify:album:1FZKIm3JVDCxTchXDo5jOV,227200,Harry Styles,2008,go to :( ,just songs i fall asleep to and or songs i listen to when i am sad and or when i am getting ready,1509062400,62,68,82,14,57,19881409,False
25,Gregory Alan Isakov,spotify:track:7KxlQrTePk82UyI1Daz2Cr,spotify:artist:5sXaGoRLSpd7VeyZrLkKwt,Master & A Hound,spotify:album:06UoTVgpPiGnRPGjowrG3g,182333,This Empty Northern Hemisphere,2008,go to :( ,just songs i fall asleep to and or songs i listen to when i am sad and or when i am getting ready,1509062400,62,68,82,14,57,19881409,False
26,Tom Odell,spotify:track:4KlL5Bwlm4yHYxr0B2rHci,spotify:artist:2txHhyCwHjUEpJjWrEyqyX,Heal,spotify:album:0Gf1yE895FKK4YWVRuAeg8,193080,Long Way Down (Deluxe),2008,go to :( ,just songs i fall asleep to and or songs i listen to when i am sad and or when i am getting ready,1509062400,62,68,82,14,57,19881409,False
27,Elliot Moss,spotify:track:5W4IH82fUJ7Cx3aZfnFzdt,spotify:artist:2xGCGoulmU85qYdpb2Z4xx,Even Great Things,spotify:album:07IPiYxhMIO6R5fe8gcPbt,212212,Highspeeds,2008,go to :( ,just songs i fall asleep to and or songs i listen to when i am sad and or when i am getting ready,1509062400,62,68,82,14,57,19881409,False
28,5 Seconds of Summer,spotify:track:5TMjhlh25Oitlh3LBKdfMi,spotify:artist:5Rl15oVamLq7FbSb0NNBNy,Broken Home,spotify:album:43v9cUsP5K0hvu9iyuAzmZ,220708,Sounds Good Feels Good,2008,go to :( ,just songs i fall asleep to and or songs i listen to when i am sad and or when i am getting ready,1509062400,62,68,82,14,57,19881409,False
29,Blind Pilot,spotify:track:6AYFKOPbmd12rUP5DalRwB,spotify:artist:6qiGjRyN7TJ1GA2nXF68Hi,3 Rounds and a Sound,spotify:album:2VPbzka8iaNvwJ4KI588w1,266960,3 Rounds and a Sound,2008,go to :( ,just songs i fall asleep to and or songs i listen to when i am sad and or when i am getting ready,1509062400,62,68,82,14,57,19881409,False
30,Joshua James,spotify:track:5TrwDZi9w4gyxRMrAJ3R2C,spotify:artist:7ewcIjvX2fkJPoPW2izgLF,To Be Alone With You,spotify:album:7KeAp6YIHmH2zc1MXjEhWx,212266,Seven Swans Reimagined,2008,go to :( ,just songs i fall asleep to and or songs i listen to when i am sad and or when i am getting ready,1509062400,62,68,82,14,57,19881409,False
31,JP Cooper,spotify:track:2x3By6t0AfSDLJvpPcM8Jk,spotify:artist:4kYGAK2zu9EAomwj3hXkXy,In The Silence - Demo,spotify:album:2B2DoBqEjhZBH3KDmoY21K,199719,In The Silence,2008,go to :( ,just songs i fall asleep to and or songs i listen to when i am sad and or when i am getting ready,1509062400,62,68,82,14,57,19881409,False
32,Third Eye Blind,spotify:track:3Uvx1TO0Kg5HgGPk58lHXv,spotify:artist:6TcnmlCSxihzWOQJ8k0rNS,How's It Going To Be,spotify:album:2gToC0XAblE9h3UZD6aAaQ,253413,Third Eye Blind,2008,go to :( ,just songs i fall asleep to and or songs i listen to when i am sad and or when i am getting ready,1509062400,62,68,82,14,57,19881409,False
33,Nothing But Thieves,spotify:track:0kNUZn9pK6nZBus1XOu4nS,spotify:artist:1kDGbuxWknIKx4FlgWxiSp,"Lover, Please Stay - Live",spotify:album:7wVqewJ5oJqjagIpzTQbLO,220026,"Lover, Please Stay",2008,go to :( ,just songs i fall asleep to and or songs i listen to when i am sad and or when i am getting ready,1509062400,62,68,82,14,57,19881409,False
34,Twenty One Pilots,spotify:track:4izhmF4sQgGemZpLC68bC5,spotify:artist:3YQKmKGau1PzlVlkL1iodx,Before You Start Your Day,spotify:album:1Fexc96V24RL17Ko9VXUOM,233000,Twenty One Pilots,2008,go to :( ,just songs i fall asleep to and or songs i listen to when i am sad and or when i am getting ready,1509062400,62,68,82,14,57,19881409,False
